,city,Lat,Long,VenueName,VenueLatitude,VenueLongitude,VenueCategory
863,San Jose,37.333941,-121.89154,Icebee,37.33413942598498,-121.88751039672583,Frozen Yogurt Shop
864,San Jose,37.333941,-121.89154,Chase Bank,37.33542032194241,-121.88744386026801,Bank
865,San Jose,37.333941,-121.89154,Pagoda at The Fairmont San Jose,37.333324042404534,-121.88860634925267,Asian Restaurant
866,San Jose,37.333941,-121.89154,Dive Bar,37.33690705919657,-121.88895393436108,Karaoke Bar
867,San Jose,37.333941,-121.89154,Il Fornaio,37.33117065127451,-121.88799220731886,Italian Restaurant
868,San Jose,37.333941,-121.89154,Zanotto's Express,37.334694027548345,-121.88955581805244,Sandwich Place
869,San Jose,37.333941,-121.89154,McCormick & Schmick's Seafood & Steak,37.332280213101946,-121.88876636441802,Seafood Restaurant
870,San Jose,37.333941,-121.89154,T-Mobile,37.33527765679232,-121.8866827360398,Mobile Phone Shop
871,San Jose,37.333941,-121.89154,Subway,37.333827079909696,-121.88765933181259,Sandwich Place
872,La Canada Flintridge,33.786594,-118.298662,Maricela's Bionicos Y Antojitos,33.789573,-118.297754,Deli / Bodega
873,La Canada Flintridge,33.786594,-118.298662,El Pollo Loco,33.790455,-118.296733,Fast Food Restaurant
874,La Canada Flintridge,33.786594,-118.298662,Philipo's Pizza & Pasta,33.7896583,-118.2978639,Pizza Place
875,La Canada Flintridge,33.786594,-118.298662,SUBWAY,33.79077452653682,-118.29713438000954,Sandwich Place
876,La Canada Flintridge,33.786594,-118.298662,Ken Malloy Harbor Regional Park,33.78783975394894,-118.29548733276242,Lake
877,La Canada Flintridge,33.786594,-118.298662,Kaiser Pharmacy--Normandie North Building,33.78751343025337,-118.29827886125454,Medical Center
878,La Canada Flintridge,33.786594,-118.298662,Del Taco,33.78989009398509,-118.29857014106402,Fast Food Restaurant
879,La Canada Flintridge,33.786594,-118.298662,Circle K,33.790282,-118.296558,Convenience Store
880,La Canada Flintridge,33.786594,-118.298662,Jax Donuts,33.789319,-118.298023,Coffee Shop
881,La Canada Flintridge,33.786594,-118.298662,Tin Yuan,33.789319,-118.298023,Chinese Restaurant
882,La Canada Flintridge,33.786594,-118.298662,Pacific Motorsports,33.78931531272533,-118.30068235823938,Motorsports Shop
883,La Canada Flintridge,33.786594,-118.298662,Ken Malloy Park Playground,33.78739739532982,-118.2948993143862,Playground
884,La Canada Flintridge,33.786594,-118.298662,Boss Hoss of California,33.78909,-118.301877,Motorcycle Shop
885,La Canada Flintridge,33.786594,-118.298662,Subway,33.78213338582713,-118.2981273333713,Sandwich Place
886,La Canada Flintridge,33.786594,-118.298662,Bob's Hamburgers,33.790589780014756,-118.29725391295045,Burger Joint
887,La Canada Flintridge,33.786594,-118.298662,Raku Japanese Cuisine,33.790685,-118.297256,Sushi Restaurant
888,La Canada Flintridge,33.786594,-118.298662,Harbor Liquor Market,33.78478049497346,-118.30343965341916,Food
889,La Canada Flintridge,33.786594,-118.298662,El Norteno Tacos,33.790804,-118.296834,Mexican Restaurant
890,Fresno,36.746375,-119.639658,Belmont Country Club,36.7482741536482,-119.64113588271417,Neighborhood
891,Fresno,36.746375,-119.639658,Belmont Country Club Pro Shop,36.746508991372174,-119.64294688649993,Golf Course
892,Downey,33.786594,-118.298662,Maricela's Bionicos Y Antojitos,33.789573,-118.297754,Deli / Bodega
893,Downey,33.786594,-118.298662,El Pollo Loco,33.790455,-118.296733,Fast Food Restaurant
894,Downey,33.786594,-118.298662,Philipo's Pizza & Pasta,33.7896583,-118.2978639,Pizza Place
895,Downey,33.786594,-118.298662,SUBWAY,33.79077452653682,-118.29713438000954,Sandwich Place
896,Downey,33.786594,-118.298662,Ken Malloy Harbor Regional Park,33.78783975394894,-118.29548733276242,Lake
897,Downey,33.786594,-118.298662,Kaiser Pharmacy--Normandie North Building,33.78751343025337,-118.29827886125454,Medical Center
898,Downey,33.786594,-118.298662,Del Taco,33.78989009398509,-118.29857014106402,Fast Food Restaurant
899,Downey,33.786594,-118.298662,Circle K,33.790282,-118.296558,Convenience Store
900,Downey,33.786594,-118.298662,Jax Donuts,33.789319,-118.298023,Coffee Shop
901,Downey,33.786594,-118.298662,Tin Yuan,33.789319,-118.298023,Chinese Restaurant
902,Downey,33.786594,-118.298662,Pacific Motorsports,33.78931531272533,-118.30068235823938,Motorsports Shop
903,Downey,33.786594,-118.298662,Ken Malloy Park Playground,33.78739739532982,-118.2948993143862,Playground
904,Downey,33.786594,-118.298662,Boss Hoss of California,33.78909,-118.301877,Motorcycle Shop
905,Downey,33.786594,-118.298662,Subway,33.78213338582713,-118.2981273333713,Sandwich Place
906,Downey,33.786594,-118.298662,Bob's Hamburgers,33.790589780014756,-118.29725391295045,Burger Joint
907,Downey,33.786594,-118.298662,Raku Japanese Cuisine,33.790685,-118.297256,Sushi Restaurant
908,Downey,33.786594,-118.298662,Harbor Liquor Market,33.78478049497346,-118.30343965341916,Food
909,Downey,33.786594,-118.298662,El Norteno Tacos,33.790804,-118.296834,Mexican Restaurant
910,San Francisco,37.784827,-122.727802,JazzDeck,37.7848,-122.7278,Music Venue
911,San Francisco,37.784827,-122.727802,Newly Formed Emerald Park to Benefit San Franciscans Forever at No Cost to City,37.783733745744904,-122.72969037294388,Park
912,Oakland,37.680181,-121.921498,Foothill Creek,37.67705445708277,-121.91787972419687,Trail
913,Oakland,37.680181,-121.921498,Muirwood Dog Park,37.68309913518414,-121.91752411137519,Dog Run
914,Gridley,39.35217,-121.71129,Cost U Less Plumbing & Rooter Inc.,39.35224914550781,-121.71382904052734,Home Service
915,Gridley,39.35217,-121.71129,Cost U Less Plumbing & Rooter Inc.,39.352568,-121.714575,Moving Target
916,West Covina,33.786594,-118.298662,Maricela's Bionicos Y Antojitos,33.789573,-118.297754,Deli / Bodega
917,West Covina,33.786594,-118.298662,El Pollo Loco,33.790455,-118.296733,Fast Food Restaurant
918,West Covina,33.786594,-118.298662,Philipo's Pizza & Pasta,33.7896583,-118.2978639,Pizza Place
919,West Covina,33.786594,-118.298662,SUBWAY,33.79077452653682,-118.29713438000954,Sandwich Place
920,West Covina,33.786594,-118.298662,Ken Malloy Harbor Regional Park,33.78783975394894,-118.29548733276242,Lake
921,West Covina,33.786594,-118.298662,Kaiser Pharmacy--Normandie North Building,33.78751343025337,-118.29827886125454,Medical Center
922,West Covina,33.786594,-118.298662,Del Taco,33.78989009398509,-118.29857014106402,Fast Food Restaurant
923,West Covina,33.786594,-118.298662,Circle K,33.790282,-118.296558,Convenience Store
924,West Covina,33.786594,-118.298662,Jax Donuts,33.789319,-118.298023,Coffee Shop
925,West Covina,33.786594,-118.298662,Tin Yuan,33.789319,-118.298023,Chinese Restaurant
926,West Covina,33.786594,-118.298662,Pacific Motorsports,33.78931531272533,-118.30068235823938,Motorsports Shop
927,West Covina,33.786594,-118.298662,Ken Malloy Park Playground,33.78739739532982,-118.2948993143862,Playground
928,West Covina,33.786594,-118.298662,Boss Hoss of California,33.78909,-118.301877,Motorcycle Shop
929,West Covina,33.786594,-118.298662,Subway,33.78213338582713,-118.2981273333713,Sandwich Place
930,West Covina,33.786594,-118.298662,Bob's Hamburgers,33.790589780014756,-118.29725391295045,Burger Joint
931,West Covina,33.786594,-118.298662,Raku Japanese Cuisine,33.790685,-118.297256,Sushi Restaurant
932,West Covina,33.786594,-118.298662,Harbor Liquor Market,33.78478049497346,-118.30343965341916,Food
933,West Covina,33.786594,-118.298662,El Norteno Tacos,33.790804,-118.296834,Mexican Restaurant
934,Palo Alto,37.189396,-121.705327,babystuffgifts,37.19032224532659,-121.70737981796265,Gift Shop
935,San Andreas,38.195804,-120.679713,Subway,38.19248582246166,-120.67672100354338,Sandwich Place
936,San Andreas,38.195804,-120.679713,Wells Fargo Bank,38.19466530904568,-120.67792385816574,Bank
937,San Andreas,38.195804,-120.679713,Calaveras County Museum & Historical Society,38.196656,-120.68038700000001,History Museum
938,San Andreas,38.195804,-120.679713,Star Donuts,38.195960859371205,-120.67930520180644,Donut Shop
939,San Andreas,38.195804,-120.679713,Black Bart Inn & Restaurant,38.196824,-120.681602,Hotel
940,San Andreas,38.195804,-120.679713,Treat's General Store,38.194224195379974,-120.67731227230765,Hardware Store
941,San Andreas,38.195804,-120.679713,El Mezcal,38.19715715764769,-120.68339316309908,Mexican Restaurant
942,Sacramento,38.377411,-121.444429,Crime Scene Cleanup Sacramento,38.37816765354354,-121.44649744033812,Business Service
943,Sacramento,38.377411,-121.444429,Fog Harbor Fish House,38.37773029803778,-121.44543528556824,American Restaurant
944,Sacramento,38.377411,-121.444429,Sac Town Sanitation,38.37857136397138,-121.44645184278487,Home Service
945,Sacramento,38.377411,-121.444429,George Park,38.375736236572266,-121.44879913330078,Park
946,Elverta,38.727451,-121.45433,TNT Tile Stone Wood,38.72775650024414,-121.45352935791016,Construction & Landscaping
947,San Francisco,37.734964,-122.4597,globe alley,37.735167,-122.457621,Trail
948,San Francisco,37.734964,-122.4597,SF MUNI - 23 Monterey,37.73153761676673,-122.45650165760456,Bus Line
949,San Diego,33.016928,-116.846046,Green Tree Dumpsters,33.01804244690452,-116.84649288654326,Home Service
950,San Diego,33.016928,-116.846046,Panda Express,33.0169,-116.846,Chinese Restaurant
951,San Diego,33.016928,-116.846046,Uniforms Express,33.01802895272571,-116.8480110168457,Sporting Goods Shop
952,Sacramento,38.377411,-121.444429,Crime Scene Cleanup Sacramento,38.37816765354354,-121.44649744033812,Business Service
953,Sacramento,38.377411,-121.444429,Fog Harbor Fish House,38.37773029803778,-121.44543528556824,American Restaurant
954,Sacramento,38.377411,-121.444429,Sac Town Sanitation,38.37857136397138,-121.44645184278487,Home Service
955,Sacramento,38.377411,-121.444429,George Park,38.375736236572266,-121.44879913330078,Park
956,Darwin,36.269728,-117.59002,United States Postal Service,36.2697703,-117.5921296,Post Office
957,San Francisco,37.784827,-122.727802,JazzDeck,37.7848,-122.7278,Music Venue
958,San Francisco,37.784827,-122.727802,Newly Formed Emerald Park to Benefit San Franciscans Forever at No Cost to City,37.783733745744904,-122.72969037294388,Park
959,Fresno,36.746375,-119.639658,Belmont Country Club,36.7482741536482,-119.64113588271417,Neighborhood
960,Fresno,36.746375,-119.639658,Belmont Country Club Pro Shop,36.746508991372174,-119.64294688649993,Golf Course
961,Cotati,38.328614,-122.71044,Superburger,38.32876138146081,-122.70876416036538,American Restaurant
962,Cotati,38.328614,-122.71044,Peet's Coffee & Tea,38.331087,-122.71018,Coffee Shop
963,Cotati,38.328614,-122.71044,Flagship Taproom,38.32715292218518,-122.70770890139528,Beer Bar
964,Cotati,38.328614,-122.71044,Marvin's Restaurant,38.328146643099394,-122.7084423414941,Breakfast Spot
965,Cotati,38.328614,-122.71044,Mi Ranchito,38.332897846890724,-122.71134332354397,Mexican Restaurant
966,Cotati,38.328614,-122.71044,Papa Murphy's,38.32804534381963,-122.7080090394012,Pizza Place
967,Cotati,38.328614,-122.71044,Grav South Brewing co.,38.331843754518935,-122.71417379379272,Brewery
968,Cotati,38.328614,-122.71044,Spancky's Bar,38.325900752042564,-122.70599141583072,Bar
969,Cotati,38.328614,-122.71044,Mike's at the Crossroads,38.33178669753042,-122.71159707542772,Burger Joint
970,Cotati,38.328614,-122.71044,Walgreens,38.3310234,-122.709737,Pharmacy
971,Cotati,38.328614,-122.71044,China Chef,38.328302587658946,-122.70842190777138,Chinese Restaurant
972,Cotati,38.328614,-122.71044,The Hub Cyclery,38.32938003540039,-122.70934295654297,Bike Rental / Bike Share
973,Cotati,38.328614,-122.71044,Your Sweet Expectations,38.3271185,-122.7074889,Bakery
974,Cotati,38.328614,-122.71044,Cotati Park,38.32696533203125,-122.70713806152344,Park
975,Cotati,38.328614,-122.71044,Burger King,38.33101476983046,-122.71464586257935,Fast Food Restaurant
976,Cotati,38.328614,-122.71044,Cotati Hub,38.32653047356924,-122.70675737047424,Park
977,Los Angeles,34.089459,-118.3285,EDGE Performing Arts Center,34.088245072738914,-118.32905741281901,Dance Studio
978,Los Angeles,34.089459,-118.3285,Gold's Gym,34.08951335341699,-118.32980031068723,Gym
979,Los Angeles,34.089459,-118.3285,Cactus Taqueria,34.088148716639616,-118.32651540838742,Taco Place
980,Los Angeles,34.089459,-118.3285,Project Angel Food,34.087749803632086,-118.32644135899825,Non-Profit
981,Los Angeles,34.089459,-118.3285,The Pack Theater,34.09066231208557,-118.33068007774489,Indie Theater
982,Los Angeles,34.089459,-118.3285,N101,34.08871978320079,-118.32787355019235,Health Food Store
983,Los Angeles,34.089459,-118.3285,Hollywood Recreation Center,34.09154632626298,-118.3295660841999,Park
984,Los Angeles,34.089459,-118.3285,Hampton Inn & Suites,34.0918302,-118.3268356,Hotel
985,Los Angeles,34.089459,-118.3285,Eat This Cafe,34.09079358831146,-118.33238342172673,Café
986,Los Angeles,34.089459,-118.3285,Farmboy Kitchen,34.0901076640079,-118.32654882302559,Restaurant
987,Los Angeles,34.089459,-118.3285,Rao's Hollywood,34.08913785040826,-118.33291497868616,Italian Restaurant
988,Los Angeles,34.089459,-118.3285,Paramount Recording Studio,34.090801731197196,-118.32607860698704,Music Venue
989,Los Angeles,34.089459,-118.3285,Hudson Theatres,34.090827774925344,-118.33222713775397,Comedy Club
990,Los Angeles,34.089459,-118.3285,Wild Card Boxing Gym,34.09133534874651,-118.32695048300899,Gym
991,Los Angeles,34.089459,-118.3285,Grub,34.087728188247354,-118.33334572796012,Comfort Food Restaurant
992,Los Angeles,34.089459,-118.3285,Sassafras Saloon,34.09361267396727,-118.32674771547316,Bar
993,Los Angeles,34.089459,-118.3285,Wild Card Gym,34.09144295266976,-118.32733554278634,Gym
994,Los Angeles,34.089459,-118.3285,The Blank Theatre Company,34.090633769709044,-118.3310972555805,Theater
995,Los Angeles,34.089459,-118.3285,Brasil Kiss Coffee Bar,34.09032027926814,-118.32802309665473,Café
996,Los Angeles,34.089459,-118.3285,The Clubhouse,34.09114136761621,-118.32471989711712,Comedy Club
997,Los Angeles,34.089459,-118.3285,Spoonfed | Bar Joe,34.08865168013906,-118.33336243216603,Breakfast Spot
998,Los Angeles,34.089459,-118.3285,Vine Street,34.09368477267957,-118.32668119260079,Sandwich Place
999,Los Angeles,34.089459,-118.3285,7-Eleven,34.0873353,-118.3261671,Convenience Store
1000,Los Angeles,34.089459,-118.3285,CVS pharmacy,34.08678995890392,-118.32670621289631,Pharmacy
1001,Los Angeles,34.045161,-118.1865,CVS pharmacy,34.04092,-118.18653,Pharmacy
1002,Los Angeles,34.045161,-118.1865,El Pino,34.04328980632142,-118.18958858771391,Tree
1003,Los Angeles,34.045161,-118.1865,Taquero At The Corner,34.0420302564087,-118.18337906081756,Taco Place
1004,Los Angeles,34.045161,-118.1865,Seite Books,34.040928,-118.18718500000001,Bookstore
1005,Irvine,33.640302,-117.769442,Orange County Concrete Pavers,33.641365812617444,-117.76928007602692,Home Service
1006,Irvine,33.640302,-117.769442,Valley View Park,33.643003,-117.76996399999999,Park
1007,Irvine,33.640302,-117.769442,Top of Quail Hill,33.64227432949613,-117.77381165653601,Park
1008,Irvine,33.640302,-117.769442,Cascades Park,33.64265,-117.773624,Park
1009,Morro Bay,35.372861,-120.859391,Morro Bay Beach,35.3709669091578,-120.8561272287494,Beach
1010,Morro Bay,35.372861,-120.859391,Tognazzini's Dockside Restaurant,35.37087478129789,-120.8574039419003,Seafood Restaurant
1011,Morro Bay,35.372861,-120.859391,Lil Hut Fish N Chips,35.37033601862775,-120.85659988255122,Seafood Restaurant
1012,Morro Bay,35.372861,-120.859391,Great American Fish Company,35.3697201625025,-120.85591351642812,American Restaurant
1013,Morro Bay,35.372861,-120.859391,Harbor Hut,35.370282208216814,-120.85679796192696,Seafood Restaurant
1014,Morro Bay,35.372861,-120.859391,Coleman Park,35.3723575070686,-120.86051216173115,Playground
1015,Morro Bay,35.372861,-120.859391,Peregrine Nesting Watch,35.37215,-120.861246,Nature Preserve
1016,Morro Bay,35.372861,-120.859391,Grilled Cheese Incident,35.37208395701708,-120.86146538733261,Food Truck
1017,Morro Bay,35.372861,-120.859391,Dockside Too,35.370873,-120.857734,Seafood Restaurant
1018,Morro Bay,35.372861,-120.859391,Crills Hand Made Salt Water Taffy,35.37099977921958,-120.85748872549776,Dessert Shop
1019,Morro Bay,35.372861,-120.859391,Morro Bay Fish Company,35.370802,-120.857667,Fish Market
1020,Morro Bay,35.372861,-120.859391,Dockside,35.370838491704,-120.8574337532723,Seafood Restaurant
1021,Morro Bay,35.372861,-120.859391,Tognazzini's Dockside 3,35.370644,-120.85709,Seafood Restaurant
1022,Morro Bay,35.372861,-120.859391,north T Pier,35.37081048362844,-120.8568169408499,Harbor / Marina
1023,Morro Bay,35.372861,-120.859391,Morro Bay Landing,35.370365,-120.856407,Fishing Spot
1024,Morro Bay,35.372861,-120.859391,Morro Bay Maritime Museum,35.370849609375,-120.85562896728516,Museum
1025,San Francisco,37.784827,-122.727802,JazzDeck,37.7848,-122.7278,Music Venue
1026,San Francisco,37.784827,-122.727802,Newly Formed Emerald Park to Benefit San Franciscans Forever at No Cost to City,37.783733745744904,-122.72969037294388,Park
1027,Vallejo,38.098737,-122.271251,Mare Island,38.096838162949524,-122.27543384565772,Island
1028,Vallejo,38.098737,-122.271251,Mare Island Historic Park Foundation Artifacts Museum,38.097686767578125,-122.27018737792969,History Museum
1029,Vallejo,38.098737,-122.271251,Mare Island Ferry Terminal,38.101227,-122.26944,Boat or Ferry
1030,Vallejo,38.098737,-122.271251,"St. Peter's Chapel, Mare Island",38.09450912475586,-122.27045440673828,Church
1031,Fresno,36.749444,-119.78872,Richard's Prime Rib & Seafood,36.750643731756014,-119.79146651778679,Steakhouse
1032,Fresno,36.749444,-119.78872,Shell,36.75029373168945,-119.7923355102539,Gas Station
1033,Fresno,36.749444,-119.78872,Carl's Jr.,36.74534634441916,-119.78969798834322,Fast Food Restaurant
1034,Fresno,36.749444,-119.78872,Lola's Ricos Tacos,36.750282,-119.79055,Food
1035,Fresno,36.749444,-119.78872,Fu Hai Restaurant,36.75016027800847,-119.79017143328454,Chinese Restaurant
1036,Fresno,36.749444,-119.78872,Robertito's Taco Shop,36.747487033909024,-119.78973880727679,Mexican Restaurant
1037,Fresno,36.749444,-119.78872,Don Tacha's,36.74670429609332,-119.7891198940094,Taco Place
1038,Fresno,36.749444,-119.78872,Matthews Harley Davidson,36.752696,-119.790226,Motorcycle Shop
1039,Fresno,36.749444,-119.78872,U-Haul Moving & Storage Of Mid City,36.75332455902497,-119.79088788361503,Storage Facility
1040,Sacramento,38.377411,-121.444429,Crime Scene Cleanup Sacramento,38.37816765354354,-121.44649744033812,Business Service
1041,Sacramento,38.377411,-121.444429,Fog Harbor Fish House,38.37773029803778,-121.44543528556824,American Restaurant
1042,Sacramento,38.377411,-121.444429,Sac Town Sanitation,38.37857136397138,-121.44645184278487,Home Service
1043,Sacramento,38.377411,-121.444429,George Park,38.375736236572266,-121.44879913330078,Park
1044,Templeton,35.54464,-120.72428,La Filice Winery,35.544539,-120.72661399999998,Wine Bar
1045,San Francisco,37.784827,-122.727802,JazzDeck,37.7848,-122.7278,Music Venue
1046,San Francisco,37.784827,-122.727802,Newly Formed Emerald Park to Benefit San Franciscans Forever at No Cost to City,37.783733745744904,-122.72969037294388,Park
1047,San Francisco,37.784827,-122.727802,JazzDeck,37.7848,-122.7278,Music Venue
1048,San Francisco,37.784827,-122.727802,Newly Formed Emerald Park to Benefit San Franciscans Forever at No Cost to City,37.783733745744904,-122.72969037294388,Park
1049,Inglewood,33.955913,-118.35868,Banadir Somali Restaurant,33.952877059120524,-118.3565887921081,African Restaurant
1050,Inglewood,33.955913,-118.35868,Best Bargain,33.95304778003008,-118.35865311549188,Grocery Store
1051,Inglewood,33.955913,-118.35868,Star Liquor,33.953169,-118.35856000000001,Liquor Store
1052,Inglewood,33.955913,-118.35868,Donut Star,33.95308303833008,-118.35970306396484,Donut Shop
1053,Inglewood,33.955913,-118.35868,El comalito,33.952945709228516,-118.35995483398438,Mexican Restaurant
1054,Hemet,33.73542,-116.97401,SUBWAY,33.73660119312008,-116.97192484944364,Sandwich Place
1055,Hemet,33.73542,-116.97401,Sunnyvale Trailer Park,33.738548604185375,-116.97123495773494,Mobile Phone Shop
1056,Fullerton,33.640302,-117.769442,Orange County Concrete Pavers,33.641365812617444,-117.76928007602692,Home Service
1057,Fullerton,33.640302,-117.769442,Valley View Park,33.643003,-117.76996399999999,Park
1058,Fullerton,33.640302,-117.769442,Top of Quail Hill,33.64227432949613,-117.77381165653601,Park
1059,Fullerton,33.640302,-117.769442,Cascades Park,33.64265,-117.773624,Park
1060,Pasadena,33.786594,-118.298662,Maricela's Bionicos Y Antojitos,33.789573,-118.297754,Deli / Bodega
1061,Pasadena,33.786594,-118.298662,El Pollo Loco,33.790455,-118.296733,Fast Food Restaurant
1062,Pasadena,33.786594,-118.298662,Philipo's Pizza & Pasta,33.7896583,-118.2978639,Pizza Place
1063,Pasadena,33.786594,-118.298662,SUBWAY,33.79077452653682,-118.29713438000954,Sandwich Place
1064,Pasadena,33.786594,-118.298662,Ken Malloy Harbor Regional Park,33.78783975394894,-118.29548733276242,Lake
1065,Pasadena,33.786594,-118.298662,Kaiser Pharmacy--Normandie North Building,33.78751343025337,-118.29827886125454,Medical Center
1066,Pasadena,33.786594,-118.298662,Del Taco,33.78989009398509,-118.29857014106402,Fast Food Restaurant
1067,Pasadena,33.786594,-118.298662,Circle K,33.790282,-118.296558,Convenience Store
1068,Pasadena,33.786594,-118.298662,Jax Donuts,33.789319,-118.298023,Coffee Shop
1069,Pasadena,33.786594,-118.298662,Tin Yuan,33.789319,-118.298023,Chinese Restaurant
1070,Pasadena,33.786594,-118.298662,Pacific Motorsports,33.78931531272533,-118.30068235823938,Motorsports Shop
1071,Pasadena,33.786594,-118.298662,Ken Malloy Park Playground,33.78739739532982,-118.2948993143862,Playground
1072,Pasadena,33.786594,-118.298662,Boss Hoss of California,33.78909,-118.301877,Motorcycle Shop
1073,Pasadena,33.786594,-118.298662,Subway,33.78213338582713,-118.2981273333713,Sandwich Place
1074,Pasadena,33.786594,-118.298662,Bob's Hamburgers,33.790589780014756,-118.29725391295045,Burger Joint
1075,Pasadena,33.786594,-118.298662,Raku Japanese Cuisine,33.790685,-118.297256,Sushi Restaurant
1076,Pasadena,33.786594,-118.298662,Harbor Liquor Market,33.78478049497346,-118.30343965341916,Food
1077,Pasadena,33.786594,-118.298662,El Norteno Tacos,33.790804,-118.296834,Mexican Restaurant
1078,Long Beach,33.786594,-118.298662,Maricela's Bionicos Y Antojitos,33.789573,-118.297754,Deli / Bodega
1079,Long Beach,33.786594,-118.298662,El Pollo Loco,33.790455,-118.296733,Fast Food Restaurant
1080,Long Beach,33.786594,-118.298662,Philipo's Pizza & Pasta,33.7896583,-118.2978639,Pizza Place
1081,Long Beach,33.786594,-118.298662,SUBWAY,33.79077452653682,-118.29713438000954,Sandwich Place
1082,Long Beach,33.786594,-118.298662,Ken Malloy Harbor Regional Park,33.78783975394894,-118.29548733276242,Lake
1083,Long Beach,33.786594,-118.298662,Kaiser Pharmacy--Normandie North Building,33.78751343025337,-118.29827886125454,Medical Center
1084,Long Beach,33.786594,-118.298662,Del Taco,33.78989009398509,-118.29857014106402,Fast Food Restaurant
1085,Long Beach,33.786594,-118.298662,Circle K,33.790282,-118.296558,Convenience Store
1086,Long Beach,33.786594,-118.298662,Jax Donuts,33.789319,-118.298023,Coffee Shop
1087,Long Beach,33.786594,-118.298662,Tin Yuan,33.789319,-118.298023,Chinese Restaurant
1088,Long Beach,33.786594,-118.298662,Pacific Motorsports,33.78931531272533,-118.30068235823938,Motorsports Shop
1089,Long Beach,33.786594,-118.298662,Ken Malloy Park Playground,33.78739739532982,-118.2948993143862,Playground
1090,Long Beach,33.786594,-118.298662,Boss Hoss of California,33.78909,-118.301877,Motorcycle Shop
1091,Long Beach,33.786594,-118.298662,Subway,33.78213338582713,-118.2981273333713,Sandwich Place
1092,Long Beach,33.786594,-118.298662,Bob's Hamburgers,33.790589780014756,-118.29725391295045,Burger Joint
1093,Long Beach,33.786594,-118.298662,Raku Japanese Cuisine,33.790685,-118.297256,Sushi Restaurant
1094,Long Beach,33.786594,-118.298662,Harbor Liquor Market,33.78478049497346,-118.30343965341916,Food
1095,Long Beach,33.786594,-118.298662,El Norteno Tacos,33.790804,-118.296834,Mexican Restaurant
1096,San Diego,32.706954,-117.0542,Panaderia,32.707042034270444,-117.05223006512871,Bakery
1097,San Diego,32.706954,-117.0542,Marie Widman Memorial Park,32.710574969231224,-117.05297470092773,Park
1098,San Diego,32.706954,-117.0542,Encanto Drive-In Liquor,32.710457,-117.056729,Liquor Store
1099,San Diego,32.706954,-117.0542,Imperial Food SuperMarket,32.710193,-117.057709,Convenience Store
1100,Sacramento,38.550098,-121.37492,Gold Line Train (Downtown to Folsom),38.55233383178711,-121.37600708007812,Light Rail Station
1101,Sacramento,38.550098,-121.37492,Watt Avenue & Folsom Boulevard,38.553109041210625,-121.37502193450926,Intersection
1102,Sacramento,38.550098,-121.37492,South Watt Avenue & Kiefer Boulevard,38.547175295092266,-121.37231826782225,Intersection
1103,Sacramento,38.550098,-121.37492,India Palace,38.554009,-121.374246,Indian Restaurant
1104,Sacramento,38.550098,-121.37492,SACRT Light Rail Watt/Manlove Station,38.55394683378723,-121.37306311370155,Light Rail Station
1105,Santa Maria,34.956344,-120.45243,La Mejor De Jalisco,34.952583000000004,-120.453317,Mexican Restaurant
1106,Santa Maria,34.956344,-120.45243,UPS Access Point location,34.9529,-120.45058,Shipping Store
1107,Santa Maria,34.956344,-120.45243,El Herradero,34.95525668778522,-120.45331002775222,Mexican Restaurant
1108,Santa Maria,34.956344,-120.45243,Mariscos Ensenada,34.95408879044097,-120.45300902093233,Mexican Restaurant
1109,Santa Maria,34.956344,-120.45243,El Toro Tortilleria,34.953728000000005,-120.453275,Mexican Restaurant
1110,Santa Maria,34.956344,-120.45243,Fresh Select,34.955421447753906,-120.45621490478516,Food
1111,Santa Maria,34.956344,-120.45243,Tacos Y Chelas,34.95295777,-120.450218,Mexican Restaurant
1112,Santa Maria,34.956344,-120.45243,805 Tacos,34.95288,-120.450281,Taco Place
1113,Delano,35.774967,-119.23371,Domino's Pizza,35.776306353429455,-119.23579126596451,Pizza Place
1114,Delano,35.774967,-119.23371,Rite Aid,35.7764036,-119.231331,Pharmacy
1115,Delano,35.774967,-119.23371,SONIC Drive In,35.7754750821983,-119.229434430599,Fast Food Restaurant
1116,Delano,35.774967,-119.23371,Taco Bell,35.77552012859869,-119.22879269348968,Fast Food Restaurant
1117,Delano,35.774967,-119.23371,Vans Gasoline & Market,35.77622604370117,-119.23241424560547,Gas Station
1118,Delano,35.774967,-119.23371,Nanay's Restaurant,35.776182596812724,-119.23320495896279,Asian Restaurant
1119,Delano,35.774967,-119.23371,Vallarta Supermarkets,35.77524185180664,-119.23045349121094,Supermarket
1120,Woodacre,38.007639,-122.63914,Woodacre Koi Pond,38.0100736556207,-122.63759064687999,Garden
1121,Woodacre,38.007639,-122.63914,Woodacre Field,38.006386,-122.636014,Baseball Field
1122,Clovis,36.840057,-119.66107,Everet's Bistro,36.83900085554146,-119.66094411094561,Coffee Shop
1123,Clovis,36.840057,-119.66107,The Grove Cafe,36.83935546875,-119.66064453125,Restaurant
1124,San Francisco,37.741797,-122.4378,Glen Canyon South Rim Cliff Trail,37.74235857416748,-122.44142309316946,Trail
1125,San Francisco,37.741797,-122.4378,Walter Haas Park and Playground,37.7404989197731,-122.43462258034437,Park
1126,San Francisco,37.741797,-122.4378,Harbor Villa Restaurant,37.74375508537187,-122.43940386304837,Dim Sum Restaurant
1127,San Francisco,37.741797,-122.4378,Billy Goat Hill Park,37.741146,-122.43315,Park
